LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg,PD,LGD,EAD,ECL,CreditScoreBand,IFRS9_Stage,LoanAgeMonths
L00095,41,40559,30509,16.95,48,528,2023-05-06,0,,0.7522128257600039,0.7522128257600039,40s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.06,0.278,29747.37,495.96,Poor,Stage 2,24
L00096,39,33843,47472,11.32,48,532,2024-01-29,0,,1.4027125254853292,1.4027125254853292,30s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.07,0.263,45448.47,836.1,Poor,Stage 2,15
L00097,35,72638,45356,13.76,24,558,2022-06-14,0,,0.6244114650733775,0.6244114650733775,30s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.05,0.242,43846.25,531.07,Poor,Stage 2,35
L00098,31,98859,37121,17.31,36,657,2023-12-23,1,2026-03-05,0.3754943910013251,0.3754943910013251,30s,27.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.69,0.309,37859.73,8059.84,Fair,Stage 3,17
L00099,48,139156,32703,6.38,24,389,2024-01-07,0,,0.2350096294805829,0.2350096294805829,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.09,0.272,32050.15,783.86,Poor,Stage 2,16
L00100,48,47355,40732,17.64,24,801,2023-07-02,0,,0.8601414845317285,0.8601414845317285,40s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.15,0.367,41274.48,2269.1,Excellent,Stage 2,22
L00101,29,98752,38547,7.79,60,846,2023-03-31,0,,0.3903414614387556,0.3903414614387556,20s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.21,0.185,39436.91,1534.96,Excellent,Stage 2,25
L00102,38,76178,7804,12.59,60,749,2022-12-17,1,2024-07-19,0.1024442752500722,0.1024442752500722,30s,19.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.78,0.281,7452.54,1633.36,Very Good,Stage 3,29
L00103,50,43793,32548,6.31,36,673,2023-02-03,0,,0.743223802890873,0.743223802890873,40s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.03,0.315,33030.27,312.39,Good,Stage 2,27
L00104,52,131854,26833,9.33,60,760,2022-08-14,1,2025-04-15,0.2035053923278778,0.2035053923278778,50s,32.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.71,0.264,26000.48,4864.83,Very Good,Stage 3,33
L00105,61,125570,11702,7.83,48,817,2023-12-26,0,,0.0931910488173927,0.0931910488173927,60s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.06,0.296,11754.11,208.75,Excellent,Stage 2,16
L00106,25,118142,12860,17.95,60,736,2023-01-18,0,,0.1088520593861624,0.1088520593861624,20s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.23,0.328,13636.45,1030.17,Good,Stage 2,28
L00107,57,24809,35201,9.29,48,384,2023-07-06,0,,1.4188802450723528,1.4188802450723528,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.05,0.244,35456.17,433.23,Poor,Stage 2,22
L00108,66,54816,48106,7.85,36,745,2023-06-24,0,,0.8775904845300642,0.8775904845300642,60s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.07,0.302,47872.09,1011.64,Very Good,Stage 2,23
L00109,60,128319,29657,9.01,24,371,2023-04-22,1,2023-11-10,0.2311193198201357,0.2311193198201357,50s,7.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.6,0.39,28801.79,6737.29,Poor,Stage 3,25
L00110,54,81877,46125,15.64,24,605,2023-07-15,0,,0.5633450175262894,0.5633450175262894,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.11,0.349,45478.17,1746.85,Fair,Stage 2,22
L00111,64,126884,27285,15.09,60,700,2022-07-11,1,2026-09-12,0.2150389331988272,0.2150389331988272,60s,51.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.67,0.304,26015.77,5297.88,Good,Stage 3,34
L00112,67,35254,47238,14.99,48,374,2023-02-04,0,,1.3399330572417314,1.3399330572417314,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.11,0.302,48495.3,1609.09,Poor,Stage 2,27
L00113,58,85215,16051,17.73,12,605,2023-09-24,0,,0.1883588570087425,0.1883588570087425,50s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.04,0.301,15354.6,184.6,Fair,Stage 2,20
L00114,50,45934,26386,5.27,12,607,2022-07-16,0,,0.5744328819610746,0.5744328819610746,40s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.02,0.282,26381.56,148.95,Fair,Stage 2,34
L00115,53,117239,45318,9.55,12,405,2022-07-09,0,,0.3865437269168109,0.3865437269168109,50s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.02,0.297,45163.0,268.11,Poor,Stage 2,34
L00116,25,123196,42811,10.43,24,700,2023-03-04,1,2024-07-05,0.3475031656871976,0.3475031656871976,20s,16.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.73,0.263,42411.12,8143.15,Good,Stage 3,26
L00117,40,145911,39932,17.72,24,352,2023-03-08,0,,0.2736736777898856,0.2736736777898856,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.1,0.313,39274.94,1230.44,Poor,Stage 2,26
L00118,63,147018,15015,8.78,48,410,2024-01-24,0,,0.1021303513855446,0.1021303513855446,60s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.01,0.315,15391.52,48.43,Poor,Stage 1,16
L00119,36,91774,9090,5.94,60,819,2023-04-20,0,,0.0990476605574563,0.0990476605574563,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.34,0.332,9403.96,1061.43,Excellent,Stage 2,25
L00120,24,128215,44240,16.56,12,494,2024-02-21,0,,0.3450454315017743,0.3450454315017743,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.41,0.264,45143.0,4894.16,Poor,Stage 3,15
L00121,52,95697,31732,6.69,48,702,2022-10-13,0,,0.3315882420556548,0.3315882420556548,50s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.05,0.295,31265.26,460.78,Good,Stage 2,31
L00122,38,131195,40545,6.48,48,704,2022-10-22,1,2023-06-07,0.3090437897785739,0.3090437897785739,30s,8.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.7,0.316,40660.43,9007.33,Good,Stage 3,31
L00123,25,124680,19907,6.89,60,845,2023-03-11,0,,0.1596647417388514,0.1596647417388514,20s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.14,0.381,20087.47,1070.35,Excellent,Stage 2,26
L00124,46,132428,19282,4.55,48,548,2023-04-30,0,,0.1456036487751835,0.1456036487751835,40s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.19,0.272,19098.28,986.8,Poor,Stage 2,24
L00125,42,30478,48162,16.89,60,636,2024-05-04,0,,1.5802217993306646,1.5802217993306646,40s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.05,0.265,47322.67,627.08,Fair,Stage 2,12
L00126,21,79399,17178,6.58,36,602,2022-07-27,0,,0.2163503318681595,0.2163503318681595,20s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.07,0.282,16898.29,333.92,Fair,Stage 2,34
L00127,42,28717,31699,9.16,60,515,2023-09-02,0,,1.1038409304593098,1.1038409304593098,40s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.04,0.258,31167.55,321.92,Poor,Stage 2,20
L00128,46,24621,18034,7.53,12,306,2023-11-26,0,,0.7324641566142723,0.7324641566142723,40s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.08,0.292,17508.42,408.45,Poor,Stage 2,17
L00129,43,104717,41638,4.43,12,573,2022-05-22,0,,0.3976240725001671,0.3976240725001671,40s,0.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995,0.21,0.261,41950.59,2297.53,Poor,Stage 2,36
L00130,55,54674,38854,5.47,60,784,2023-12-11,0,,0.710648571533087,0.710648571533087,50s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.03,0.331,38769.76,385.21,Very Good,Stage 2,17
L00131,59,136664,32926,5.25,36,425,2022-07-22,0,,0.2409266522273605,0.2409266522273605,50s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.04,0.269,32716.57,352.4,Poor,Stage 2,34
L00132,37,23596,47243,10.64,36,693,2023-08-16,0,,2.0021613832853027,2.0021613832853027,30s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.1,0.265,45456.24,1204.53,Good,Stage 2,21
L00133,65,144049,29734,12.18,12,769,2022-08-02,0,,0.2064158723767606,0.2064158723767606,60s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.16,0.307,31507.92,1547.5,Very Good,Stage 2,34
L00134,28,97735,18728,11.9,36,724,2022-12-01,0,,0.1916201974727579,0.1916201974727579,20s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.21,0.361,19402.19,1469.52,Good,Stage 2,29
L00135,46,68447,37529,7.42,48,614,2024-01-18,0,,0.5482928397154002,0.5482928397154002,40s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.06,0.292,37645.79,658.56,Fair,Stage 2,16
L00136,57,48024,30285,7.15,24,802,2023-12-28,1,2024-05-27,0.6306221889055472,0.6306221889055472,50s,5.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.22,0.351,30941.38,2387.38,Excellent,Stage 2,16
L00137,50,76138,13589,6.43,48,436,2023-10-09,0,,0.1784785521027607,0.1784785521027607,40s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.08,0.251,14070.51,282.45,Poor,Stage 2,19
L00138,51,135751,7324,17.75,12,522,2022-12-31,0,,0.0539517204293154,0.0539517204293154,50s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.27,0.185,6911.38,345.94,Poor,Stage 2,28
L00139,40,99579,31746,16.12,36,417,2023-01-21,1,2023-07-06,0.3188021570813123,0.3188021570813123,30s,6.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.71,0.247,30828.97,5415.67,Poor,Stage 3,28
L00140,58,33234,41328,14.06,60,691,2023-07-21,0,,1.243545766383824,1.243545766383824,50s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.02,0.293,41161.44,241.23,Good,Stage 2,22
L00141,65,117579,9469,17.55,24,524,2023-06-24,0,,0.0805330883916345,0.0805330883916345,60s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.05,0.319,9128.74,145.8,Poor,Stage 2,23
L00142,32,147534,5048,12.55,60,619,2023-04-12,0,,0.0342158417720661,0.0342158417720661,30s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.05,0.393,5091.71,100.16,Fair,Stage 2,25
L00143,31,52254,42756,11.46,12,309,2023-03-06,0,,0.818234010793432,0.818234010793432,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.14,0.305,42925.29,1833.12,Poor,Stage 2,26
L00144,30,22219,42809,8.51,36,620,2022-05-30,0,,1.926684369233539,1.926684369233539,20s,0.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995,0.13,0.252,42796.97,1402.07,Fair,Stage 2,36
L00145,29,39216,30534,10.6,60,718,2023-05-21,0,,0.778610771113831,0.778610771113831,20s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.24,0.281,29870.52,2013.25,Good,Stage 2,24
L00146,69,103524,34037,14.44,60,633,2022-11-08,0,,0.3287836636915111,0.3287836636915111,60s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.02,0.361,33664.4,243.17,Fair,Stage 2,30
L00147,31,90792,22019,9.31,24,812,2022-12-27,1,2024-07-05,0.2425213675213675,0.2425213675213675,30s,19.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.69,0.436,22429.55,6744.98,Excellent,Stage 3,29
L00148,42,146523,8951,14.94,24,528,2023-11-27,0,,0.0610893852842215,0.0610893852842215,40s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.41,0.308,9210.7,1163.01,Poor,Stage 3,17
L00149,50,144194,24204,6.61,36,678,2022-11-12,0,,0.1678571923935808,0.1678571923935808,40s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.09,0.331,24249.89,721.73,Good,Stage 2,30
L00150,24,36984,17060,12.24,24,701,2023-09-02,0,,0.4612805537529743,0.4612805537529743,20s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.12,0.296,17075.02,606.53,Good,Stage 2,20
L00151,59,49287,31173,16.6,60,721,2023-03-17,1,2023-06-10,0.6324791527177552,0.6324791527177552,50s,3.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.72,0.477,29670.61,10186.21,Good,Stage 3,26
L00152,35,29184,22096,8.98,60,802,2022-05-19,0,,0.7571271929824561,0.7571271929824561,30s,0.0,2022-05-01,1.3761188425140192,6.318907291787187,2.569954585294288,1.7584506549428334,6.411956393472274,2.4795611804930995,0.12,0.249,22414.02,669.33,Excellent,Stage 2,36
L00153,60,112263,7018,11.6,12,497,2022-09-10,0,,0.0625139182099177,0.0625139182099177,50s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.15,0.284,6876.59,292.96,Poor,Stage 2,32
L00154,27,103122,27519,13.71,60,799,2022-10-26,1,2025-11-17,0.2668586722522837,0.2668586722522837,20s,37.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.63,0.32,26026.4,5244.83,Very Good,Stage 3,31
L00155,49,25408,28053,16.51,36,719,2023-03-13,0,,1.104101070528967,1.104101070528967,40s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.1,0.308,28395.96,873.82,Good,Stage 2,26
L00156,53,64028,35154,14.42,48,553,2023-10-08,1,2025-05-03,0.5490410445430124,0.5490410445430124,50s,19.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.64,0.274,33489.04,5878.56,Poor,Stage 3,19
L00157,22,52265,40380,16.27,12,417,2023-06-03,0,,0.7726011671290539,0.7726011671290539,20s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.11,0.278,42034.04,1285.04,Poor,Stage 2,23
L00158,51,49486,9371,10.4,12,314,2023-12-27,1,2024-08-11,0.1893666895687669,0.1893666895687669,50s,8.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.29,0.146,9562.68,404.62,Poor,Stage 2,16
L00159,25,146108,17382,9.73,36,429,2023-12-29,0,,0.1189667916883401,0.1189667916883401,20s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.08,0.354,16904.82,478.38,Poor,Stage 2,16
L00160,56,119097,37884,15.58,36,553,2023-06-24,0,,0.3180936547520088,0.3180936547520088,50s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.14,0.246,36826.17,1268.9,Poor,Stage 2,23
L00161,58,129701,15999,9.93,24,645,2024-01-05,1,2024-03-26,0.123352942537066,0.123352942537066,50s,3.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.11,0.293,15294.16,492.4,Fair,Stage 2,16
L00162,32,95993,13380,5.95,12,509,2023-05-21,1,2024-01-11,0.1393851635015053,0.1393851635015053,30s,8.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.34,0.348,13291.92,1572.75,Poor,Stage 2,24
L00163,67,111751,36595,12.3,24,655,2024-01-26,0,,0.3274691054218754,0.3274691054218754,60s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.09,0.343,35396.73,1092.98,Fair,Stage 2,15
L00164,25,80279,41727,13.12,60,677,2022-12-13,1,2023-09-06,0.5197747854357927,0.5197747854357927,20s,9.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.22,0.46,41750.65,4223.25,Good,Stage 2,29
L00165,49,146413,47327,15.77,12,706,2023-06-17,0,,0.3232431546379078,0.3232431546379078,40s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.12,0.314,46981.47,1769.51,Good,Stage 2,23
L00166,57,56244,39185,15.74,12,481,2023-12-10,0,,0.696696536519451,0.696696536519451,50s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.09,0.279,40003.83,1003.46,Poor,Stage 2,17
L00167,21,120158,40430,7.18,48,730,2023-06-19,1,2024-12-17,0.3364736430366684,0.3364736430366684,20s,18.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.75,0.273,41970.82,8589.11,Good,Stage 3,23
L00168,29,77545,42224,4.06,12,543,2024-01-24,0,,0.544509639564124,0.544509639564124,20s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.02,0.305,43359.99,264.32,Poor,Stage 2,16
L00169,31,93509,11577,10.52,60,774,2023-08-13,0,,0.1238062646376284,0.1238062646376284,30s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.21,0.276,11129.13,644.26,Very Good,Stage 2,21
L00170,37,26783,48994,4.46,24,478,2022-06-13,0,,1.829294701863122,1.829294701863122,30s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.13,0.273,48163.75,1708.3,Poor,Stage 2,35
