LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate
L00443,55,35036,14739,16.01,60,671,2022-11-02,0,
L00444,26,50930,19299,17.83,48,749,2022-12-04,1,2025-04-20
L00445,64,38888,46732,7.56,36,430,2024-04-11,1,2026-05-29
L00446,50,127481,7079,13.97,36,517,2024-02-08,1,2026-02-21
L00447,41,79042,21099,16.68,48,606,2023-06-09,0,
L00448,31,125400,21710,12.69,60,572,2023-02-27,0,
L00449,31,96637,43718,7.56,60,588,2022-07-09,1,2022-11-02
L00450,36,107969,4089,8.41,12,547,2022-12-05,0,
L00451,59,96229,42112,13.17,48,300,2024-02-09,0,
L00452,43,110751,12794,13.72,60,442,2023-03-15,1,2025-10-06
L00453,55,29528,31276,9.72,24,759,2023-03-25,0,
L00454,29,130434,32516,16.58,36,414,2024-01-31,0,
L00455,47,87990,20761,10.26,12,849,2023-03-03,1,2023-12-15
L00456,28,35037,49738,17.68,48,806,2024-03-29,0,
L00457,45,135111,26383,4.38,12,382,2023-03-01,0,
L00458,23,127945,24778,15.27,60,472,2023-08-04,1,2024-09-24
L00459,29,31002,16947,15.61,60,807,2022-06-24,1,2026-12-31
L00460,34,144023,37228,11.57,24,764,2023-10-01,0,
L00461,53,97175,49733,12.38,36,633,2022-09-29,0,
L00462,24,52762,11259,16.28,48,813,2023-11-04,0,
L00463,66,74869,8374,5.11,12,776,2022-07-01,0,
L00464,68,29885,3778,17.94,36,768,2022-11-08,1,2023-10-29
L00465,25,99151,47900,12.39,60,500,2024-04-05,0,
L00466,24,111170,12168,4.91,36,779,2022-11-16,1,2025-01-20
L00467,65,118646,35174,5.15,12,737,2024-04-22,0,
L00468,67,69678,45856,8.77,36,705,2022-12-15,0,
L00469,58,116019,15466,7.32,60,754,2022-11-08,0,
L00470,24,107445,33795,10.83,36,791,2023-08-10,0,
L00471,54,137082,14190,17.77,48,386,2023-08-30,1,2025-08-21
L00472,42,138424,31369,9.07,36,561,2024-04-03,0,
L00473,28,132082,22835,10.57,48,740,2023-04-02,0,
L00474,69,115074,33119,10.58,36,731,2023-02-14,0,
L00475,69,26796,24180,4.08,60,601,2023-05-26,0,
L00476,28,57418,32075,5.51,24,640,2022-12-27,0,
L00477,62,25482,30005,7.89,24,643,2022-10-02,0,
L00478,61,53623,38634,16.32,48,482,2023-05-02,0,
L00479,33,42207,18114,4.63,48,632,2024-01-11,1,2027-03-14
L00480,65,81440,47199,9.91,24,631,2024-01-29,1,2025-05-19
L00481,65,129835,9588,8.33,60,600,2024-04-02,1,2028-03-24
L00482,48,23321,18812,4.02,60,473,2023-10-13,0,
L00483,65,141262,3726,4.57,36,623,2024-02-20,0,
L00484,56,36977,35402,12.35,48,383,2024-01-21,0,
L00485,32,64409,27306,8.97,60,404,2022-10-18,1,2022-11-26
L00486,31,144876,12101,12.91,12,417,2022-06-17,0,
L00487,59,66619,20154,14.14,36,813,2023-11-09,0,
L00488,23,26031,30997,5.99,36,380,2022-12-30,0,
L00489,32,137154,5282,10.8,24,656,2023-05-05,0,
L00490,69,94878,42832,14.21,48,804,2022-10-20,0,
L00491,41,99285,20514,10.02,60,728,2024-01-09,0,
L00492,58,81049,39027,7.17,60,750,2022-11-15,0,
L00493,64,59758,6134,5.38,36,374,2023-08-16,0,
L00494,56,148379,23384,11.36,48,589,2022-06-04,0,
L00495,57,101926,6267,4.63,48,492,2022-10-17,0,
L00496,39,134332,43379,9.3,48,718,2022-09-07,1,2024-06-28
L00497,51,31738,31797,12.34,24,624,2023-01-04,0,
L00498,68,138387,29039,17.83,60,330,2023-01-30,0,
L00499,65,62417,42748,7.2,48,643,2023-03-21,0,
L00500,31,90188,27323,5.39,24,729,2023-01-18,0,
L00501,47,111369,14826,4.33,12,424,2022-09-10,0,
L00502,50,73161,5169,5.63,36,469,2023-01-28,0,
L00503,55,47734,26173,12.44,60,500,2023-06-28,0,
L00504,33,40538,17973,9.45,60,408,2022-06-27,1,2024-03-22
L00505,42,130659,30716,6.16,36,604,2023-12-21,1,2025-10-25
L00506,65,106836,8498,15.74,12,653,2023-02-07,0,
L00507,69,20340,46949,13.48,24,832,2023-12-04,0,
L00508,59,139619,12714,6.31,36,579,2022-11-28,1,2025-09-11
L00509,33,78478,29762,6.9,24,808,2024-04-01,1,2025-03-07
L00510,38,120455,12429,11.97,24,464,2022-11-21,1,2024-09-18
L00511,28,21307,17852,10.66,24,463,2024-05-16,0,
L00512,47,21140,27842,8.95,12,439,2022-09-22,1,2023-09-16
L00513,31,46086,19859,4.81,12,483,2023-07-03,0,
L00514,66,49689,16893,6.08,24,446,2023-12-18,0,
L00515,64,58635,32535,10.89,48,527,2023-01-06,0,
L00516,53,142813,16527,10.18,60,798,2022-10-29,0,
L00517,34,89338,31753,10.21,12,664,2023-06-07,0,
L00518,29,120167,19499,4.04,48,636,2022-12-20,0,
L00519,52,131431,17482,8.37,48,622,2024-02-18,1,2026-12-13
L00520,33,45518,27045,7.09,60,413,2023-01-06,0,
L00521,49,25845,24162,16.21,24,619,2023-07-31,0,
L00522,36,37611,42105,8.67,48,846,2023-12-27,0,
L00523,50,76622,30810,17.97,48,563,2024-01-26,0,
L00524,60,31590,13886,4.62,48,591,2022-09-06,1,2024-05-16
L00525,21,145838,23620,14.55,24,487,2023-01-28,1,2024-06-11
L00526,21,40131,32218,12.59,24,403,2022-09-15,0,
L00527,54,74189,11605,4.34,12,374,2023-08-05,0,
L00528,23,61869,35955,12.08,12,589,2024-05-13,0,
L00529,39,123546,11549,8.19,48,674,2022-11-27,0,
L00530,36,101253,43123,6.03,24,773,2023-05-27,1,2024-06-24
L00531,67,116158,38323,16.09,24,750,2023-06-17,0,
L00532,34,90263,41454,16.69,60,530,2023-12-14,1,2027-10-15
L00533,21,149936,18592,7.07,48,832,2022-11-17,0,
L00534,39,109400,33750,16.44,12,322,2022-10-17,0,
L00535,30,100905,27035,12.75,60,459,2023-07-31,1,2024-11-24
L00536,48,36237,44971,8.24,24,321,2023-04-08,0,
L00537,24,119532,8590,14.09,12,311,2023-12-30,0,
L00538,34,35649,40713,15.53,48,374,2022-11-04,0,
L00539,69,109678,49520,4.0,24,453,2024-04-17,0,
L00540,42,46917,25736,4.88,48,689,2024-02-05,0,
L00541,49,61627,43586,15.57,60,436,2024-04-01,0,
L00542,64,25571,34331,16.7,60,440,2024-04-22,1,2028-01-18
L00543,26,145551,47452,5.62,60,770,2023-02-27,0,
L00544,53,130395,29586,15.82,36,474,2024-01-12,0,
L00545,41,118538,18372,6.56,48,835,2022-11-02,0,
L00546,37,113635,48486,17.22,60,832,2024-04-22,0,
L00547,39,83115,4316,4.67,60,400,2024-01-05,0,
L00548,59,38971,28599,10.06,48,602,2023-09-23,0,
L00549,34,143106,8355,4.04,60,754,2023-08-03,0,
L00550,38,47364,27972,9.82,48,827,2024-04-25,0,
L00551,58,115690,37773,7.02,24,472,2023-10-23,0,
L00552,29,38135,28351,13.12,48,573,2024-01-23,0,
L00553,26,134667,22604,13.55,48,737,2023-09-09,0,
L00554,41,129819,36002,9.15,36,612,2022-10-03,0,
L00555,30,75860,5100,13.63,24,824,2022-09-12,1,2023-12-15
L00556,44,56609,45965,13.93,36,697,2023-12-16,0,
L00557,45,126882,37926,8.62,60,481,2023-11-02,0,
L00558,49,81610,34128,17.49,48,487,2023-08-16,0,
L00559,21,40307,39982,14.84,24,764,2022-11-25,0,
L00560,32,23866,35245,4.24,36,474,2022-10-08,0,
L00561,54,50116,18493,10.1,48,800,2022-09-08,1,2022-11-11
L00562,27,71955,23093,11.99,12,672,2023-01-26,0,
L00563,27,76547,23936,11.66,36,524,2022-11-21,0,
L00564,28,31308,47245,6.13,24,494,2023-01-23,0,
L00565,49,112769,24729,10.78,36,378,2022-07-05,0,
L00566,64,78585,44475,17.41,36,692,2022-07-07,0,
L00567,52,94707,15721,13.02,36,839,2023-12-10,0,
L00568,37,58458,49169,6.74,60,661,2023-03-28,0,
L00569,45,66473,34226,12.1,12,566,2022-11-26,1,2023-04-28
L00570,28,146311,16379,9.43,24,711,2022-08-19,1,2022-12-31
L00571,21,53840,35430,16.84,24,515,2023-09-12,0,
L00572,67,110270,17824,13.66,24,304,2023-06-07,0,
L00573,61,67562,38063,5.88,48,721,2022-11-12,0,
L00574,35,104703,39412,17.29,24,752,2023-12-20,0,
L00575,42,108509,42121,11.66,24,601,2023-12-25,0,
L00576,50,116258,40853,16.1,12,819,2022-09-06,0,
L00577,63,28811,30808,5.92,48,630,2023-12-07,0,
L00578,31,74110,16979,13.23,48,571,2023-04-10,0,
L00579,68,137431,33527,17.34,36,745,2023-06-25,0,
L00580,31,61316,42954,6.47,60,453,2023-02-05,0,
L00581,64,119186,28372,16.71,48,653,2022-08-20,0,
L00582,63,44820,5895,17.68,48,546,2022-10-04,0,
L00583,62,28199,13717,14.06,12,794,2022-09-24,0,
L00584,63,41542,34312,6.28,24,392,2022-06-26,0,
L00585,29,104388,25601,14.98,48,811,2022-11-05,0,
L00586,63,44532,21601,8.5,48,621,2023-08-24,0,
L00587,68,25722,30413,10.0,60,648,2024-01-30,0,
L00588,33,86732,15297,16.62,12,737,2023-10-27,0,
L00589,47,75841,5176,4.63,60,626,2022-09-02,0,
L00590,40,120755,36396,4.46,48,658,2023-04-10,0,
L00591,34,73521,48740,7.51,48,390,2023-11-08,0,
L00592,21,71313,18417,16.28,12,703,2022-12-14,0,
L00593,30,32602,12256,4.55,36,492,2023-09-02,0,
L00594,54,84503,37540,7.15,36,555,2022-07-16,0,
L00595,41,42626,13521,15.76,48,408,2023-04-01,0,
L00596,67,62998,42065,16.5,48,704,2022-10-10,0,
L00597,43,94601,11275,10.97,60,408,2023-11-25,0,
L00598,61,62351,30794,12.31,60,793,2023-09-09,0,
L00599,24,83353,19654,16.31,60,666,2024-01-02,0,
L00600,60,34270,33908,14.17,24,835,2024-01-31,1,2024-09-10
L00601,24,81250,19673,16.26,48,770,2022-07-05,0,
L00602,43,63884,19964,9.49,24,480,2023-11-14,0,
L00603,26,54148,45633,6.81,36,384,2023-08-25,0,
L00604,23,77727,41578,4.73,48,337,2023-03-30,0,
L00605,56,80142,22624,15.88,48,642,2024-01-31,0,
L00606,50,55517,16156,13.98,12,710,2024-02-27,0,
L00607,68,121754,10214,15.29,48,827,2023-02-24,0,
L00608,41,110421,5708,6.09,36,571,2024-01-11,0,
L00609,51,84425,6273,4.29,48,461,2022-05-27,0,
L00610,29,94704,6551,4.59,24,804,2022-08-03,0,
L00611,68,108499,16422,14.0,48,401,2023-07-15,0,
L00612,45,22610,15067,17.61,24,387,2023-02-16,0,
L00613,35,27263,4914,15.25,60,706,2023-03-09,0,
L00614,37,39873,16050,4.73,60,372,2023-12-02,0,
L00615,26,86899,45291,6.2,12,636,2022-07-08,0,
L00616,32,38287,3174,10.09,48,491,2023-03-10,0,
L00617,23,95225,47814,11.09,60,427,2024-02-03,0,
L00618,69,90482,27618,15.75,60,787,2022-05-27,1,2025-07-11
L00619,53,70445,7769,10.13,12,614,2022-08-31,0,
L00620,26,76184,20376,17.54,12,638,2023-05-25,0,
L00621,25,59194,47367,16.08,48,824,2022-05-31,0,
L00622,55,78002,38531,7.17,24,757,2022-08-25,1,2024-01-11
L00623,51,36835,30798,8.43,48,321,2023-03-24,1,2024-06-02
L00624,57,147815,46526,8.38,24,674,2023-01-05,0,
L00625,36,31254,24074,12.79,12,799,2023-03-14,0,
L00626,53,20112,24515,8.03,36,630,2022-11-12,0,
L00627,32,86960,22552,10.03,48,368,2023-03-25,0,
L00628,53,115549,19402,13.49,36,749,2022-12-27,0,
L00629,59,110563,42200,12.98,24,690,2023-04-05,0,
L00630,34,108278,27703,14.51,48,703,2022-06-26,0,
L00631,38,100702,32240,4.16,36,501,2022-12-07,0,
L00632,26,126041,33020,17.71,36,381,2022-12-17,0,
L00633,61,34256,25192,9.57,48,686,2022-11-12,0,
L00634,45,99650,44167,12.83,36,465,2023-03-04,0,
L00635,63,117718,31890,5.06,48,529,2022-10-13,1,2022-10-25
L00636,61,131541,32267,5.29,36,713,2022-06-20,0,
L00637,42,101730,37510,11.89,12,372,2023-04-27,0,
L00638,68,65800,39963,7.49,48,557,2023-06-28,0,
L00639,21,22642,45137,10.29,12,378,2023-11-05,1,2024-03-05
L00640,68,145844,37039,12.23,60,713,2023-04-15,0,
L00641,48,82912,40164,12.16,12,436,2022-10-20,0,
L00642,21,126121,14683,14.16,36,345,2023-12-05,0,
L00643,52,50981,11367,13.31,24,669,2024-03-22,0,
L00644,55,70931,10674,5.18,12,708,2024-02-23,0,
L00645,35,114851,6676,11.18,12,547,2024-05-12,0,
L00646,63,120728,28640,7.39,12,511,2022-09-15,0,
L00647,59,110480,46764,16.28,24,779,2024-04-09,0,
L00648,53,108056,24869,7.79,24,595,2024-02-11,1,2025-08-16
L00649,23,73053,20568,13.42,12,637,2024-02-03,0,
L00650,30,86897,29149,9.37,60,463,2023-03-07,0,
L00651,33,133143,47717,9.56,24,793,2023-12-03,1,2024-10-03
L00652,29,63516,32061,15.2,24,594,2024-03-15,0,
L00653,48,39296,29293,16.04,24,486,2023-06-05,0,
L00654,63,83610,8307,15.67,48,719,2022-09-05,0,
L00655,63,25668,28934,4.9,12,362,2024-01-08,0,
L00656,31,146649,10352,6.82,60,513,2022-11-19,0,
L00657,63,49493,29711,16.98,24,506,2023-07-29,0,
L00658,23,33261,14173,13.17,48,684,2023-11-05,0,
L00659,41,25103,28500,4.99,36,320,2022-12-11,1,2025-04-30
L00660,23,55436,18954,5.55,36,368,2023-04-16,0,
L00661,32,97243,38098,11.21,24,834,2022-06-01,0,
L00662,44,91832,33444,8.31,60,843,2023-05-07,0,
L00663,25,111683,41889,9.23,60,613,2023-03-03,1,2024-05-05
L00664,53,43408,42740,9.5,12,408,2024-01-22,1,2025-01-01
L00665,42,120776,30253,15.12,24,386,2024-03-02,0,
L00666,43,110063,19322,9.8,36,756,2022-11-10,1,2025-08-16
L00667,57,113782,38468,14.11,12,671,2022-06-26,0,
L00668,43,74316,8520,14.37,60,749,2023-05-20,0,
L00669,64,64049,16917,6.26,12,588,2023-05-14,0,
L00670,63,116671,10081,16.34,36,414,2023-01-17,0,
L00671,29,66313,47571,8.35,60,546,2023-06-30,0,
L00672,39,67221,47942,14.49,48,662,2023-09-15,0,
L00673,67,105280,22389,16.2,48,494,2022-06-25,0,
L00674,67,123401,11640,6.85,24,653,2022-06-12,0,
L00675,21,63937,7188,11.46,12,504,2023-03-02,0,
L00676,49,57158,22071,17.73,60,316,2022-08-08,0,
L00677,25,81744,18810,6.86,24,402,2022-05-28,0,
L00678,69,56413,15816,16.0,12,550,2023-05-06,0,
L00679,35,149564,39468,7.11,36,679,2022-11-19,0,
L00680,48,62056,36272,16.24,60,724,2023-04-21,1,2023-12-30
L00681,61,115430,3717,11.15,12,728,2024-04-09,0,
L00682,31,89300,46949,9.43,60,531,2023-01-22,0,
L00683,68,61153,14999,4.59,12,817,2023-12-25,0,
L00684,60,96067,28307,11.64,36,348,2024-01-27,0,
L00685,22,26476,27565,10.07,60,520,2023-03-30,0,
L00686,49,46946,17162,4.98,48,505,2023-08-01,0,
L00687,24,42010,27123,14.12,36,421,2023-08-18,0,
L00688,52,28026,6306,15.64,12,555,2022-08-29,0,
L00689,48,20670,26675,5.34,60,803,2022-07-28,0,
L00690,45,112067,24639,9.96,36,613,2023-01-11,0,
L00691,65,79197,38622,13.48,12,799,2023-05-17,0,
L00692,57,140018,27255,13.99,48,391,2022-09-16,0,
L00693,48,54693,38740,6.22,48,699,2023-02-04,0,
L00694,23,136500,18935,14.84,12,789,2023-12-23,0,
L00695,42,138333,22275,10.63,48,568,2024-01-31,0,
L00696,36,80935,19999,8.39,36,339,2023-01-21,0,
L00697,22,87165,13973,16.71,48,599,2024-02-13,0,
L00698,36,47216,21945,5.87,24,670,2023-06-17,0,
L00699,38,27485,34455,10.04,48,361,2022-12-06,1,2025-11-17
L00700,67,73442,15226,12.91,24,428,2022-11-25,0,
L00701,52,57019,47948,13.72,60,736,2022-06-03,0,
L00702,24,44031,13006,17.77,36,639,2023-05-14,1,2024-04-02
L00703,40,20203,19544,10.05,60,833,2024-04-24,0,
L00704,41,45183,19034,15.54,60,419,2022-12-01,0,
L00705,68,145829,5103,6.81,48,803,2023-04-14,1,2023-06-30
L00706,49,98278,15391,13.33,48,557,2024-03-24,0,
L00707,53,70357,24372,4.94,48,326,2022-11-03,0,
L00708,63,53724,12306,15.29,60,757,2023-07-13,1,2026-09-24
L00709,47,66754,48406,4.56,36,552,2024-02-02,0,
L00710,55,131603,13698,9.05,36,798,2024-02-15,0,
L00711,50,34334,32179,13.16,24,465,2024-05-05,0,
L00712,44,126609,20375,8.33,12,506,2022-11-29,0,
L00713,55,143394,49287,9.81,36,424,2022-06-08,0,
L00714,45,118371,12788,12.94,48,318,2024-03-15,0,
L00715,30,53340,42850,12.1,24,347,2023-12-26,0,
L00716,44,53418,8741,9.2,48,839,2022-09-22,0,
L00717,25,130130,25164,17.74,60,412,2024-01-13,0,
L00718,58,99768,28613,4.75,60,488,2022-09-27,0,
L00719,38,92567,28515,11.01,48,724,2023-07-07,0,
L00720,45,98824,32877,7.85,36,363,2022-07-09,0,
L00721,21,38062,19999,13.87,12,392,2023-06-22,1,2024-04-01
L00722,40,24529,20519,4.35,48,358,2022-07-30,1,2022-11-17
L00723,32,54087,4141,13.6,36,465,2022-06-23,0,
L00724,46,25213,39876,6.15,24,737,2022-06-18,0,
L00725,28,145803,25439,12.32,48,307,2022-08-24,0,
L00726,46,25021,35464,12.5,24,738,2024-04-24,0,
L00727,63,104486,20359,16.08,36,538,2023-01-09,1,2023-12-25
L00728,47,148180,43150,8.01,36,810,2023-04-11,0,
L00729,40,62788,19848,12.72,36,563,2023-12-03,0,
L00730,50,51085,17715,4.94,36,567,2022-08-29,1,2024-10-10
L00731,62,52093,28500,5.19,60,822,2022-11-29,1,2024-11-12
L00732,27,55179,49881,10.65,36,349,2023-10-17,0,
L00733,30,117183,48619,10.14,60,383,2023-05-30,0,
L00734,60,110695,40099,7.9,12,659,2024-03-13,1,2024-10-16
L00735,28,66172,36629,4.29,60,338,2023-12-16,0,
L00736,56,77980,20420,4.88,24,400,2024-01-24,0,
L00737,24,64254,41225,8.8,12,682,2022-10-17,0,
L00738,43,67893,47673,15.61,24,310,2022-11-16,1,2024-09-22
L00739,52,43741,13692,10.7,48,565,2022-07-13,0,
L00740,66,79287,26906,4.04,48,745,2024-05-15,0,
L00741,21,105238,28566,9.54,60,738,2022-07-01,1,2026-06-16
L00742,54,135464,30413,14.15,24,829,2023-01-01,0,
L00743,60,93616,24902,6.79,48,802,2022-05-31,0,
L00744,37,121407,38208,17.17,48,517,2024-04-03,1,2026-11-18
L00745,38,69996,17031,13.18,48,727,2024-05-03,0,
L00746,27,51480,35994,15.2,12,738,2022-07-20,0,
L00747,45,132863,46837,16.65,12,528,2023-11-24,0,
L00748,33,147992,17523,10.85,36,609,2023-10-06,0,
L00749,59,66151,46852,13.26,24,785,2023-12-14,0,
L00750,48,101972,12949,15.96,48,536,2022-08-31,0,
L00751,36,28597,9855,11.82,24,484,2022-07-01,0,
L00752,52,31874,30529,9.14,36,375,2023-02-09,0,
L00753,51,69500,15100,6.45,60,644,2023-09-03,0,
L00754,51,49437,40588,16.24,36,786,2022-07-18,0,
L00755,24,73772,18916,16.19,48,575,2023-06-06,0,
L00756,37,62933,22363,10.42,60,572,2024-01-15,0,
L00757,28,124433,8850,4.56,60,627,2023-07-28,0,
L00758,46,86670,13938,12.26,36,528,2022-06-19,0,
L00759,45,38108,20270,10.82,48,810,2022-08-22,0,
L00760,59,114220,42519,9.26,60,537,2022-11-06,0,
L00761,33,115402,33676,14.68,36,766,2024-03-03,1,2024-03-21
L00762,29,51923,39203,11.02,36,770,2022-06-21,0,
L00763,50,73664,4848,10.13,48,666,2023-10-29,0,
L00764,55,66922,16409,7.02,36,439,2022-11-17,0,
L00765,34,98840,30527,7.93,36,489,2022-11-26,0,
L00766,63,121607,19061,4.78,36,572,2023-06-06,0,
L00767,49,95476,6924,15.69,24,689,2023-04-26,0,
L00768,58,110020,28068,15.58,12,532,2023-05-05,0,
L00769,31,43383,30796,17.46,24,362,2024-03-22,0,
L00770,59,123067,13234,12.56,36,446,2022-10-08,0,
L00771,48,130529,12765,17.26,12,670,2023-01-20,0,
L00772,42,146169,14939,17.49,60,607,2022-07-27,0,
L00773,37,55944,37019,12.72,24,793,2023-08-20,0,
L00774,55,75021,27423,8.38,24,509,2023-07-19,0,
L00775,53,145374,16255,17.15,24,669,2023-06-07,1,2024-12-08
L00776,64,143802,46919,13.94,48,586,2024-03-10,1,2027-01-09
L00777,34,96524,43446,11.02,36,549,2022-12-20,0,
L00778,62,70248,12497,13.07,60,659,2022-08-11,0,
L00779,23,89783,44988,5.61,60,582,2024-05-14,0,
L00780,35,103106,15392,13.29,60,581,2022-12-17,0,
L00781,43,38782,15721,16.54,36,770,2023-07-10,0,
L00782,68,87766,9511,7.8,12,677,2023-07-06,0,
L00783,40,91088,3627,5.68,24,745,2024-02-18,0,
L00784,58,124188,30790,17.3,36,601,2022-06-19,0,
L00785,44,45464,19260,8.97,24,411,2023-03-22,0,
L00786,43,21987,28105,5.48,36,491,2023-08-12,0,
L00787,30,73592,10347,4.15,24,802,2023-06-08,1,2023-11-12
L00788,25,75161,37484,10.5,36,355,2022-11-24,0,
L00789,58,40316,14460,4.94,12,813,2024-04-17,0,
L00790,50,25898,21395,7.12,60,744,2023-04-26,0,
L00791,48,89497,32277,7.64,24,794,2023-12-24,0,
L00792,51,21587,45571,11.33,36,577,2023-03-14,0,
L00793,67,38816,23288,5.93,12,789,2022-11-27,0,
L00794,41,25454,12424,5.07,12,507,2023-06-26,0,
L00795,67,140592,40392,11.8,60,465,2022-12-26,0,
L00796,34,106444,9509,6.56,36,371,2022-05-20,0,
L00797,47,69420,12968,7.86,24,359,2023-12-31,1,2025-12-11
L00798,42,149593,3406,11.44,48,325,2023-02-12,0,
L00799,46,31795,7485,6.26,12,747,2024-01-13,1,2024-12-27
L00800,24,125232,8368,14.01,12,312,2023-09-10,0,
L00801,64,129430,10566,12.58,60,790,2022-07-15,0,
L00802,55,109424,29514,7.24,36,421,2024-04-19,0,
L00803,60,66999,25908,9.23,48,662,2022-09-27,1,2022-10-21
L00804,55,57663,47172,11.44,48,427,2022-06-27,1,2025-10-27
L00805,68,49134,49830,8.03,48,486,2022-10-20,0,
L00806,36,82653,16699,9.87,36,583,2024-02-28,0,
L00807,22,33598,48826,7.24,24,470,2023-01-07,0,
L00808,59,95308,39343,10.5,12,402,2024-01-16,0,
L00809,36,73218,22229,14.53,36,496,2024-02-16,0,
L00810,59,108635,47641,15.54,48,472,2023-05-17,0,
L00811,50,77221,4657,7.32,12,303,2023-03-11,0,
L00812,26,61247,41505,15.82,12,723,2023-12-05,0,
L00813,29,136452,12417,12.02,48,675,2024-03-14,0,
L00814,23,137865,6722,13.98,48,395,2023-08-14,0,
L00815,24,63856,36576,6.95,12,715,2023-06-21,1,2023-11-23
L00816,26,113474,43469,5.85,60,449,2022-07-22,0,
L00817,31,135660,30386,14.92,12,692,2024-03-06,0,
L00818,43,129837,17586,17.14,24,382,2023-07-26,0,
L00819,25,133710,38699,11.65,24,329,2024-04-25,1,2025-03-31
L00820,54,51980,26799,9.85,60,324,2022-11-20,0,
L00821,62,111128,31141,9.5,36,674,2022-07-21,0,
L00822,45,45933,14618,12.43,12,398,2022-08-29,1,2022-10-03
L00823,41,92084,43149,17.65,24,802,2023-09-20,0,
L00824,22,67947,48865,16.98,12,630,2024-04-08,0,
L00825,38,81922,11378,12.17,60,561,2022-09-27,0,
L00826,63,45006,44198,4.56,48,375,2023-11-25,0,
L00827,24,84486,8877,11.62,60,582,2023-10-19,0,
L00828,28,52006,34422,9.25,60,311,2022-10-20,0,
L00829,63,85552,49142,7.14,60,675,2022-09-27,0,
L00830,28,58724,40583,6.71,24,474,2024-04-03,0,
L00831,50,113846,25927,8.65,60,370,2022-06-16,1,2023-04-19
L00832,57,108860,23674,10.78,48,730,2023-02-15,0,
L00833,39,32748,24097,6.92,48,464,2023-12-28,0,
L00834,49,99507,17616,7.75,48,463,2024-01-28,0,
L00835,52,61743,42876,15.58,36,329,2024-01-02,0,
L00836,43,128577,44789,17.66,60,833,2023-10-19,0,
L00837,67,86467,48896,7.22,48,849,2024-04-09,0,
L00838,67,121710,44107,13.42,36,687,2024-04-29,0,
L00839,25,45491,26165,11.49,60,577,2024-03-01,0,
L00840,49,64331,33497,4.42,60,434,2023-06-04,0,
L00841,62,129021,15450,12.09,12,488,2022-05-19,0,
L00842,51,148180,3287,12.67,60,437,2023-03-31,0,
L00843,44,118064,41751,15.91,12,601,2022-07-31,0,
L00844,51,23178,34831,15.53,24,640,2022-07-14,0,
L00845,46,64910,27881,7.55,24,524,2023-07-08,0,
L00846,52,20320,40422,6.94,36,685,2022-12-20,0,
L00847,24,144011,13770,5.76,12,595,2024-02-28,0,
L00848,31,124940,43130,8.54,24,789,2023-04-13,0,
L00849,22,109904,32327,4.08,24,329,2023-06-04,1,2024-03-01
L00850,48,134456,7873,13.69,24,660,2023-06-12,0,
L00851,67,49092,20653,5.83,60,833,2022-09-15,0,
L00852,63,49978,25056,17.96,12,459,2023-02-19,0,
L00853,22,140843,8543,5.77,24,500,2023-04-06,0,
L00854,54,42191,24267,10.76,12,620,2024-01-29,0,
L00855,56,129975,16210,12.87,48,377,2022-06-10,0,
L00856,35,34859,30236,12.08,48,424,2024-04-15,0,
L00857,41,138665,22053,5.26,60,427,2022-11-28,0,
L00858,42,26135,8573,14.01,48,719,2022-07-16,1,2023-12-11
L00859,36,131971,5776,8.31,36,463,2023-05-16,0,
L00860,58,93922,20046,4.02,12,422,2024-01-24,0,
L00861,25,96436,8581,10.19,24,695,2022-08-29,0,
L00862,65,76918,21748,8.8,36,826,2023-07-19,0,
L00863,61,50005,9638,10.99,36,408,2023-11-05,0,
L00864,43,135303,25394,8.18,48,342,2022-08-27,1,2025-06-05
L00865,51,33666,23955,7.56,12,489,2023-01-15,0,
L00866,60,130476,25778,15.53,24,500,2022-08-21,0,
L00867,45,60542,23245,13.33,36,807,2022-12-31,0,
L00868,28,127766,28216,8.41,60,643,2023-10-21,0,
L00869,46,88111,42522,16.48,24,492,2022-08-22,0,
L00870,67,44704,41736,10.85,48,625,2022-09-24,0,
L00871,68,22994,6744,12.85,12,774,2024-03-22,0,
L00872,40,103564,38912,15.26,60,542,2022-11-22,0,
L00873,58,27130,9828,14.92,24,487,2024-04-18,0,
L00874,48,63059,21542,12.64,24,342,2022-09-10,0,
L00875,28,60745,20241,5.51,36,325,2023-11-28,0,
L00876,33,119227,16331,13.13,24,734,2024-04-14,0,
L00877,51,75734,31621,4.67,12,341,2024-05-16,0,
L00878,58,104577,32098,7.81,12,668,2023-06-23,1,2024-03-13
L00879,21,68994,16543,11.63,24,351,2023-12-24,0,
L00880,27,40746,25886,10.53,36,720,2024-04-15,0,
L00881,44,41199,28868,14.73,60,417,2023-12-04,0,
L00882,24,29290,41367,14.59,60,665,2024-04-15,0,
L00883,48,50133,43150,15.06,36,797,2022-09-14,0,
L00884,67,77656,7633,15.42,48,840,2023-09-28,0,
L00885,56,47405,39386,13.21,12,572,2024-01-09,0,
L00886,66,117693,38315,9.61,48,378,2023-02-02,0,
